Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Frequently,760,Human Resources,28,4,Marketing,1,142,3,Female,36,4,2,Manager,1,Single,7036,22492,4,Y,Yes,24,4,3,80,1,3,1,2,3,3,2,1
28,Yes,Travel_Frequently,334,Research & Development,11,5,Technical Degree,1,143,3,Female,74,1,2,Research Director,4,Divorced,2288,16603,5,Y,No,12,3,1,80,1,8,2,4,8,4,4,8
51,Yes,Travel_Rarely,1472,Sales,17,5,Technical Degree,1,144,4,Female,57,2,3,Sales Executive,1,Divorced,8906,24459,1,Y,No,18,3,2,80,1,29,3,1,6,6,0,2
22,No,Travel_Rarely,1478,Research & Development,13,3,Human Resources,1,145,1,Male,45,1,2,Healthcare Representative,3,Single,14763,19525,7,Y,No,5,3,1,80,2,5,6,3,5,5,5,1
36,No,Non-Travel,1233,Research & Development,24,4,Other,1,146,1,Female,48,4,2,Manufacturing Director,3,Married,2365,6038,6,Y,No,6,3,2,80,1,18,1,3,10,3,3,6
50,No,Non-Travel,613,Human Resources,22,2,Medical,1,147,3,Male,42,3,2,Manager,2,Single,4207,8468,9,Y,Yes,23,4,2,80,0,28,2,1,18,8,1,5
38,No,Travel_Frequently,553,Human Resources,19,3,Human Resources,1,148,4,Female,85,3,5,Manager,4,Married,10066,11066,5,Y,No,16,3,4,80,1,18,6,3,14,3,0,6
24,Yes,Travel_Rarely,1308,Sales,24,5,Life Sciences,1,149,2,Male,57,4,5,Sales Executive,3,Divorced,15275,3201,1,Y,No,22,4,4,80,1,7,6,2,3,1,0,3
50,No,Travel_Frequently,182,Research & Development,5,3,Human Resources,1,150,3,Male,58,3,5,Laboratory Technician,2,Married,13757,17979,7,Y,No,12,3,1,80,1,29,4,2,6,6,2,6
47,No,Travel_Rarely,1157,Human Resources,21,3,Life Sciences,1,151,1,Male,81,4,3,Manager,2,Single,9303,13563,6,Y,Yes,16,4,4,80,1,27,1,2,19,2,2,7
35,No,Travel_Rarely,1309,Sales,26,2,Medical,1,152,1,Male,50,2,1,Sales Manager,2,Single,8904,23209,5,Y,Yes,18,3,2,80,1,18,5,2,4,4,4,4
27,Yes,Travel_Frequently,549,Human Resources,24,3,Medical,1,153,2,Male,82,3,5,Manager,3,Single,7589,21688,4,Y,No,9,3,4,80,0,5,1,1,5,5,5,5
24,No,Non-Travel,1450,Human Resources,16,5,Human Resources,1,154,4,Male,46,4,2,Manager,3,Single,17802,21774,9,Y,No,22,3,1,80,0,6,1,4,2,2,1,2
42,Yes,Non-Travel,111,Sales,30,5,Life Sciences,1,155,4,Female,30,1,3,Sales Executive,2,Divorced,8193,20939,1,Y,Yes,21,3,3,80,3,22,2,4,20,9,6,5
59,Yes,Travel_Frequently,1245,Human Resources,13,5,Technical Degree,1,156,2,Female,91,4,5,Manager,1,Married,14131,10315,3,Y,Yes,14,4,2,80,2,40,6,4,18,9,7,3
50,No,Travel_Frequently,638,Human Resources,1,5,Human Resources,1,157,4,Female,58,4,2,Human Resources,3,Married,4099,14151,1,Y,No,7,3,1,80,3,29,5,2,16,10,6,2
30,Yes,Travel_Frequently,823,Human Resources,2,1,Human Resources,1,158,1,Female,80,1,5,Human Resources,1,Single,15088,15285,5,Y,No,23,3,3,80,1,9,2,3,1,1,1,1
30,Yes,Travel_Frequently,1006,Sales,3,5,Life Sciences,1,159,4,Female,78,3,4,Sales Executive,4,Married,10196,20453,8,Y,No,20,3,1,80,0,10,0,4,10,2,2,9
58,Yes,Travel_Frequently,1235,Sales,27,2,Marketing,1,160,3,Male,52,2,5,Sales Representative,2,Divorced,4491,17615,4,Y,Yes,15,4,2,80,0,37,5,4,10,2,2,6
33,Yes,Non-Travel,1087,Research & Development,4,2,Medical,1,161,4,Female,77,3,3,Healthcare Representative,2,Single,3384,22338,1,Y,Yes,15,4,3,80,1,16,1,4,16,10,0,9
45,No,Non-Travel,1289,Sales,23,1,Human Resources,1,162,3,Female,42,2,2,Sales Representative,2,Divorced,14433,12663,8,Y,No,16,4,3,80,3,26,4,4,11,1,0,4
49,No,Travel_Rarely,1237,Sales,6,4,Other,1,163,4,Female,85,2,4,Sales Representative,1,Single,9726,14480,9,Y,Yes,11,3,2,80,2,28,3,4,19,4,1,5
58,No,Travel_Frequently,632,Human Resources,6,3,Marketing,1,164,1,Female,76,3,4,Human Resources,4,Married,12966,13806,0,Y,Yes,22,4,1,80,0,37,6,3,9,8,1,8
59,No,Travel_Rarely,246,Human Resources,20,3,Marketing,1,165,3,Male,40,3,4,Manager,3,Married,15263,7308,4,Y,No,15,3,3,80,0,40,2,4,5,3,3,5
41,Yes,Travel_Frequently,1069,Research & Development,23,2,Medical,1,166,1,Female,100,1,2,Laboratory Technician,3,Married,4090,3763,1,Y,No,5,4,2,80,2,20,5,1,6,6,1,2
33,Yes,Travel_Frequently,376,Human Resources,12,2,Medical,1,167,3,Female,99,4,1,Human Resources,3,Married,16576,7801,5,Y,Yes,23,4,4,80,0,14,6,2,14,9,4,9
41,No,Travel_Rarely,981,Research & Development,10,2,Marketing,1,168,2,Female,67,3,5,Research Scientist,4,Married,2299,21562,7,Y,Yes,12,3,4,80,1,23,1,4,1,1,1,1
59,No,Travel_Rarely,693,Research & Development,21,2,Marketing,1,169,4,Female,44,3,2,Manufacturing Director,2,Married,6476,22869,8,Y,Yes,19,4,3,80,2,39,1,1,14,4,1,3
19,Yes,Non-Travel,860,Research & Development,5,3,Marketing,1,170,2,Male,89,1,1,Manufacturing Director,1,Single,18331,24837,0,Y,No,6,4,3,80,1,1,0,4,1,1,1,1
34,No,Travel_Frequently,1495,Research & Development,2,1,Other,1,171,3,Female,69,1,4,Manufacturing Director,4,Single,14750,12586,3,Y,Yes,10,3,3,80,1,15,2,2,4,4,3,4
31,No,Travel_Rarely,860,Research & Development,26,4,Marketing,1,172,3,Male,41,1,3,Laboratory Technician,1,Single,7078,10150,3,Y,Yes,10,4,1,80,0,9,5,3,2,2,2,2
24,Yes,Non-Travel,1244,Human Resources,23,2,Marketing,1,173,3,Male,67,2,4,Manager,3,Married,16336,19784,6,Y,Yes,20,3,4,80,1,4,6,3,4,4,0,4
27,No,Travel_Frequently,1448,Sales,6,3,Human Resources,1,174,3,Female,98,2,1,Sales Representative,3,Married,4075,14697,0,Y,Yes,11,4,4,80,3,9,0,3,9,9,3,6
22,No,Non-Travel,552,Research & Development,2,2,Life Sciences,1,175,4,Male,39,1,4,Research Scientist,1,Single,14004,2428,9,Y,No,11,4,3,80,1,5,6,4,5,5,4,1
21,No,Travel_Frequently,1177,Research & Development,4,1,Other,1,176,1,Female,61,4,1,Research Director,3,Divorced,8328,20678,1,Y,Yes,25,3,4,80,1,4,0,4,4,4,4,4
53,No,Travel_Rarely,1346,Research & Development,29,3,Other,1,177,3,Female,60,4,5,Healthcare Representative,3,Divorced,12598,20453,5,Y,Yes,22,3,4,80,3,35,3,4,11,6,6,7
36,No,Travel_Rarely,1042,Research & Development,1,2,Marketing,1,178,2,Male,75,3,2,Research Director,2,Divorced,3236,7115,4,Y,No,9,4,3,80,1,18,0,3,17,9,2,2
31,Yes,Travel_Frequently,812,Research & Development,21,3,Technical Degree,1,179,4,Male,85,1,5,Manufacturing Director,1,Divorced,12957,15648,4,Y,Yes,8,3,3,80,0,9,2,1,9,7,1,1
32,No,Travel_Rarely,1222,Human Resources,26,4,Technical Degree,1,180,2,Male,81,4,2,Human Resources,2,Single,3615,10603,6,Y,No,7,4,4,80,3,11,3,2,5,5,1,5
30,Yes,Non-Travel,1316,Sales,22,1,Marketing,1,181,2,Male,33,4,5,Sales Representative,4,Single,13289,11988,6,Y,No,10,4,1,80,0,11,1,2,11,6,3,6
23,Yes,Travel_Rarely,1201,Human Resources,23,1,Medical,1,182,2,Male,57,4,3,Human Resources,1,Divorced,8848,8678,1,Y,Yes,22,4,4,80,0,3,2,1,3,3,0,3
30,Yes,Travel_Frequently,1141,Research & Development,28,4,Other,1,183,2,Female,42,2,4,Research Scientist,4,Single,14474,12336,5,Y,No,20,3,1,80,2,8,1,1,1,1,1,1
43,Yes,Travel_Frequently,561,Sales,9,3,Other,1,184,4,Male,49,1,3,Sales Representative,2,Single,11181,13199,0,Y,Yes,17,3,4,80,1,26,4,2,9,7,0,9
37,No,Non-Travel,1241,Research & Development,10,5,Medical,1,185,1,Female,98,2,5,Laboratory Technician,3,Married,4222,5879,8,Y,No,10,4,4,80,1,16,2,4,14,3,2,6
58,Yes,Travel_Frequently,262,Research & Development,19,2,Life Sciences,1,186,2,Female,91,3,1,Laboratory Technician,4,Single,13772,6393,9,Y,Yes,21,4,4,80,2,37,1,4,20,4,3,1
20,No,Non-Travel,929,Research & Development,30,3,Technical Degree,1,187,1,Female,35,4,2,Laboratory Technician,1,Single,16010,21920,7,Y,Yes,17,4,4,80,0,2,6,4,2,2,2,2
33,Yes,Travel_Rarely,1355,Sales,15,1,Human Resources,1,188,4,Female,36,4,1,Sales Manager,1,Divorced,11647,24608,6,Y,Yes,21,3,1,80,1,13,6,2,10,8,2,7
38,Yes,Travel_Rarely,274,Human Resources,11,2,Technical Degree,1,189,4,Female,97,4,4,Human Resources,1,Single,13892,14585,2,Y,Yes,21,3,2,80,0,21,4,3,4,2,1,4
27,No,Travel_Frequently,1119,Sales,6,1,Technical Degree,1,190,2,Male,93,2,4,Sales Representative,4,Divorced,17028,19809,1,Y,Yes,5,4,4,80,2,6,3,4,6,1,1,1
18,Yes,Non-Travel,200,Human Resources,2,3,Human Resources,1,191,2,Male,43,3,1,Human Resources,4,Divorced,4873,15662,5,Y,No,10,3,3,80,1,1,0,1,1,1,1,1
42,No,Travel_Frequently,323,Sales,28,5,Life Sciences,1,192,3,Male,97,4,2,Sales Representative,3,Married,3906,4872,4,Y,No,20,4,3,80,0,22,4,2,17,7,3,4
58,No,Non-Travel,783,Research & Development,1,2,Human Resources,1,193,2,Female,74,1,2,Research Director,3,Married,3490,20363,7,Y,No,25,3,3,80,0,41,2,1,4,4,4,4
38,No,Non-Travel,418,Sales,7,3,Marketing,1,194,1,Male,88,4,5,Sales Manager,3,Single,17777,19595,5,Y,No,15,4,3,80,0,18,1,1,16,8,0,3
40,Yes,Travel_Frequently,656,Sales,20,3,Life Sciences,1,195,4,Male,82,3,5,Sales Representative,3,Single,3036,4844,6,Y,Yes,20,3,2,80,1,19,1,3,19,2,2,6
20,Yes,Non-Travel,1157,Research & Development,11,4,Human Resources,1,196,1,Male,46,4,5,Manufacturing Director,1,Single,5219,8723,7,Y,Yes,6,4,3,80,1,3,5,1,3,3,3,3
20,No,Non-Travel,405,Human Resources,7,3,Life Sciences,1,197,2,Male,50,1,2,Manager,3,Divorced,10934,10966,4,Y,No,8,3,3,80,2,1,1,3,1,1,1,1
28,Yes,Non-Travel,466,Human Resources,16,5,Marketing,1,198,2,Male,87,3,1,Manager,1,Married,14842,22195,0,Y,No,16,4,4,80,1,6,0,2,6,1,1,6
37,No,Travel_Rarely,331,Research & Development,6,2,Medical,1,199,3,Female,74,3,3,Healthcare Representative,2,Married,17575,17684,5,Y,Yes,19,3,1,80,2,17,6,4,15,8,0,2
59,Yes,Travel_Frequently,1310,Sales,8,5,Technical Degree,1,200,2,Male,85,2,4,Sales Manager,1,Married,8823,16265,8,Y,No,23,4,4,80,1,38,4,1,16,7,1,6
24,No,Travel_Rarely,1027,Research & Development,16,3,Technical Degree,1,201,2,Female,98,2,1,Healthcare Representative,3,Single,6889,11551,0,Y,No,17,4,3,80,3,2,3,3,2,2,0,2
55,No,Travel_Frequently,581,Research & Development,2,5,Technical Degree,1,202,4,Male,85,4,1,Research Director,4,Divorced,3021,21338,0,Y,Yes,17,4,4,80,2,38,5,2,18,6,1,5
30,Yes,Non-Travel,1415,Sales,3,4,Medical,1,203,4,Female,83,2,2,Sales Manager,4,Married,6496,16943,0,Y,Yes,24,4,4,80,1,9,2,4,9,7,2,2
56,No,Travel_Frequently,1288,Research & Development,19,4,Other,1,204,4,Male,91,3,3,Healthcare Representative,1,Divorced,5708,24626,5,Y,Yes,7,3,1,80,3,34,3,2,2,2,2,2
52,No,Travel_Frequently,443,Human Resources,29,1,Marketing,1,205,1,Female,34,3,4,Human Resources,4,Divorced,11476,24775,7,Y,No,24,4,2,80,3,34,5,1,11,7,5,5
57,No,Travel_Rarely,1311,Research & Development,5,4,Life Sciences,1,206,3,Male,49,2,1,Healthcare Representative,2,Married,7721,23599,9,Y,Yes,19,4,4,80,2,37,6,2,9,5,0,2
23,Yes,Travel_Frequently,207,Sales,21,2,Technical Degree,1,207,4,Male,51,3,2,Sales Representative,2,Divorced,5800,17204,2,Y,No,17,4,4,80,3,2,3,4,2,2,0,2
45,No,Non-Travel,646,Human Resources,30,4,Technical Degree,1,208,2,Male,42,4,5,Manager,2,Married,10858,10367,8,Y,Yes,25,4,3,80,0,28,2,2,12,7,4,6
22,No,Travel_Frequently,1327,Research & Development,10,1,Human Resources,1,209,2,Male,45,4,3,Manufacturing Director,1,Married,9104,5931,4,Y,No,7,3,2,80,1,1,2,3,1,1,1,1
22,Yes,Non-Travel,464,Human Resources,9,4,Other,1,210,2,Female,86,4,3,Manager,4,Married,10672,4274,0,Y,No,20,3,1,80,1,3,4,2,3,3,0,3
59,No,Travel_Rarely,775,Research & Development,1,3,Life Sciences,1,211,4,Male,80,4,1,Research Scientist,4,Married,6967,20829,7,Y,No,5,4,1,80,2,38,0,2,1,1,1,1
48,No,Non-Travel,1426,Sales,21,5,Marketing,1,212,2,Male,55,4,3,Sales Manager,3,Divorced,11501,7787,1,Y,No,22,3,4,80,3,28,5,1,18,6,1,8
58,No,Travel_Rarely,794,Research & Development,13,2,Medical,1,213,2,Female,37,1,1,Laboratory Technician,4,Divorced,3213,13066,1,Y,Yes,6,4,2,80,1,40,0,2,10,8,7,1
49,No,Travel_Frequently,317,Research & Development,2,5,Life Sciences,1,214,2,Male,44,1,1,Laboratory Technician,4,Married,4095,18290,4,Y,Yes,24,3,3,80,1,27,2,4,15,10,2,10
54,No,Non-Travel,1291,Human Resources,9,2,Life Sciences,1,215,1,Male,35,2,3,Human Resources,4,Married,9983,6370,2,Y,Yes,8,4,1,80,0,35,0,1,6,6,2,6
59,No,Travel_Frequently,1123,Research & Development,15,4,Other,1,216,1,Female,41,4,2,Laboratory Technician,2,Married,7898,22551,6,Y,Yes,14,4,2,80,2,38,4,1,6,6,0,6
52,Yes,Travel_Frequently,683,Research & Development,28,2,Marketing,1,217,1,Male,56,4,1,Laboratory Technician,1,Married,13933,16243,7,Y,Yes,13,4,1,80,1,33,1,2,6,3,0,1
25,Yes,Travel_Frequently,944,Human Resources,22,4,Human Resources,1,218,4,Male,55,4,4,Manager,1,Single,9769,14305,5,Y,No,12,3,4,80,1,4,1,2,4,4,3,2
41,No,Non-Travel,956,Sales,2,2,Other,1,219,2,Male,51,2,2,Sales Representative,2,Married,17026,13258,9,Y,No,12,4,1,80,2,19,6,4,9,3,1,8
31,No,Travel_Rarely,182,Human Resources,14,3,Life Sciences,1,220,4,Female,90,4,2,Manager,1,Married,3449,18522,9,Y,Yes,6,4,4,80,1,10,1,4,10,3,0,7
18,No,Travel_Rarely,383,Sales,22,2,Marketing,1,221,1,Female,81,1,1,Sales Executive,4,Single,17196,8060,4,Y,No,16,4,3,80,0,1,2,1,1,1,0,1
57,Yes,Non-Travel,458,Sales,4,1,Human Resources,1,222,2,Male,38,3,1,Sales Manager,1,Divorced,14007,20374,6,Y,Yes,11,3,4,80,2,37,6,2,15,10,0,6
35,Yes,Travel_Frequently,1478,Sales,17,1,Life Sciences,1,223,4,Female,38,1,4,Sales Representative,2,Married,14063,8171,1,Y,Yes,19,3,3,80,3,16,0,1,16,9,4,8
27,No,Travel_Frequently,487,Human Resources,18,2,Human Resources,1,224,3,Female,38,4,3,Human Resources,3,Single,11552,2722,2,Y,No,12,4,4,80,3,8,3,4,8,7,7,1
37,Yes,Travel_Rarely,1464,Sales,10,2,Technical Degree,1,225,3,Male,49,1,1,Sales Representative,2,Married,7746,7283,7,Y,Yes,12,3,4,80,1,16,2,3,16,3,3,3
20,No,Non-Travel,108,Sales,30,2,Marketing,1,226,3,Female,99,4,2,Sales Manager,2,Married,7113,18626,0,Y,Yes,15,4,4,80,2,1,5,3,1,1,1,1
20,No,Travel_Rarely,554,Sales,12,5,Life Sciences,1,227,1,Male,65,4,4,Sales Executive,4,Divorced,19250,8413,1,Y,Yes,5,3,2,80,1,1,2,4,1,1,1,1
41,Yes,Travel_Rarely,1006,Sales,12,4,Marketing,1,228,1,Female,66,2,1,Sales Representative,2,Single,15618,7367,4,Y,No,18,4,2,80,2,22,3,3,18,2,2,8
55,No,Travel_Frequently,186,Human Resources,15,1,Technical Degree,1,229,2,Female,68,4,4,Manager,1,Single,18075,21176,9,Y,No,14,4,1,80,1,34,2,2,7,3,3,5
58,Yes,Non-Travel,1258,Research & Development,25,3,Technical Degree,1,230,3,Female,85,1,2,Manufacturing Director,1,Single,17744,10451,4,Y,Yes,25,4,3,80,0,39,4,2,3,3,3,3
47,Yes,Non-Travel,1326,Sales,10,2,Life Sciences,1,231,3,Male,51,3,4,Sales Representative,3,Married,5096,19816,4,Y,Yes,15,4,1,80,2,29,6,3,3,3,3,3
51,No,Non-Travel,256,Sales,17,4,Technical Degree,1,232,3,Female,44,3,1,Sales Executive,3,Married,17089,6300,3,Y,No,5,4,2,80,1,30,4,4,18,10,1,7
37,No,Non-Travel,983,Research & Development,7,1,Medical,1,233,4,Male,35,1,2,Laboratory Technician,1,Divorced,17868,8434,2,Y,No,8,3,3,80,2,15,0,1,14,2,1,1
24,No,Non-Travel,1134,Research & Development,5,2,Human Resources,1,234,2,Male,38,2,3,Laboratory Technician,3,Divorced,9924,5247,4,Y,Yes,23,3,2,80,0,6,5,1,6,6,2,6
50,Yes,Travel_Rarely,353,Sales,13,5,Medical,1,235,3,Female,89,4,1,Sales Manager,3,Married,12298,5614,6,Y,No,21,3,1,80,1,29,2,1,17,4,4,2
36,No,Travel_Rarely,1480,Sales,28,3,Other,1,236,1,Female,92,4,5,Sales Executive,1,Divorced,2418,24023,6,Y,Yes,8,4,2,80,3,15,3,4,3,3,3,3
28,Yes,Non-Travel,1074,Research & Development,27,2,Marketing,1,237,4,Male,81,2,4,Healthcare Representative,1,Married,13668,17877,6,Y,No,21,4,1,80,0,11,3,3,11,5,4,7
26,Yes,Travel_Rarely,1108,Sales,20,1,Life Sciences,1,238,3,Male,89,4,1,Sales Manager,3,Single,19037,8616,5,Y,Yes,14,4,1,80,1,5,3,1,5,5,1,2
38,No,Travel_Frequently,1265,Research & Development,6,4,Life Sciences,1,239,2,Female,92,4,5,Laboratory Technician,1,Married,5584,23629,7,Y,No,22,4,4,80,2,19,3,3,5,5,5,5
40,Yes,Travel_Rarely,831,Human Resources,26,1,Life Sciences,1,240,2,Female,82,2,2,Human Resources,3,Married,13309,13510,9,Y,No,6,3,1,80,2,18,6,1,11,7,1,7
28,Yes,Travel_Rarely,760,Sales,1,3,Life Sciences,1,241,4,Male,42,3,4,Sales Manager,3,Divorced,14789,18002,7,Y,No,8,3,2,80,3,10,2,3,1,1,1,1
58,No,Non-Travel,1260,Sales,20,2,Marketing,1,242,1,Male,97,3,3,Sales Executive,3,Divorced,4204,17573,1,Y,No,18,3,3,80,3,41,5,4,19,2,2,5
43,No,Travel_Frequently,1169,Human Resources,16,5,Technical Degree,1,243,2,Female,55,2,1,Human Resources,3,Divorced,3962,13936,3,Y,Yes,19,3,4,80,1,26,2,4,15,5,5,10
44,No,Non-Travel,964,Human Resources,5,2,Marketing,1,244,1,Female,34,2,4,Human Resources,3,Married,16291,8618,3,Y,Yes,10,4,3,80,1,22,5,2,8,5,5,8
49,No,Travel_Rarely,347,Human Resources,22,1,Marketing,1,245,1,Male,96,4,1,Manager,2,Single,18392,23765,1,Y,No,23,4,1,80,3,30,2,3,5,4,1,5
33,No,Travel_Rarely,1217,Research & Development,9,2,Life Sciences,1,246,3,Female,84,2,3,Laboratory Technician,4,Single,12370,17560,9,Y,Yes,12,4,3,80,3,11,0,3,11,9,5,2
60,No,Travel_Frequently,716,Human Resources,4,2,Marketing,1,247,4,Male,41,2,3,Manager,3,Divorced,10373,9715,8,Y,Yes,14,3,4,80,2,39,2,1,15,7,0,7
49,Yes,Travel_Frequently,206,Human Resources,9,4,Marketing,1,248,4,Female,53,1,1,Manager,2,Divorced,2896,22648,8,Y,Yes,19,3,3,80,1,27,4,3,12,7,5,8
33,No,Non-Travel,472,Sales,22,4,Marketing,1,249,1,Male,80,1,2,Sales Representative,2,Divorced,14045,14364,9,Y,No,23,3,1,80,2,13,1,4,10,4,1,7
28,No,Travel_Rarely,342,Human Resources,6,5,Technical Degree,1,250,4,Male,58,3,2,Manager,4,Married,18192,8656,9,Y,Yes,11,4,2,80,0,6,6,4,1,1,1,1
36,Yes,Non-Travel,1060,Research & Development,20,2,Technical Degree,1,251,4,Male,47,4,3,Research Scientist,3,Married,2338,12592,7,Y,Yes,17,3,1,80,2,15,4,1,12,10,7,2
33,Yes,Travel_Frequently,1288,Human Resources,20,5,Other,1,252,4,Female,52,3,1,Human Resources,2,Married,3347,10529,6,Y,No,10,4,1,80,2,13,5,3,13,6,2,9
25,Yes,Travel_Rarely,746,Sales,29,2,Technical Degree,1,253,2,Female,92,1,3,Sales Manager,2,Single,7406,6956,4,Y,Yes,22,4,1,80,3,7,1,2,7,7,5,7
28,No,Travel_Rarely,681,Research & Development,16,1,Technical Degree,1,254,1,Female,53,2,3,Manufacturing Director,2,Married,8675,7514,1,Y,No,21,4,4,80,3,11,1,1,5,2,2,2
39,No,Non-Travel,774,Sales,1,1,Technical Degree,1,255,2,Male,35,3,1,Sales Manager,2,Married,2190,23501,1,Y,Yes,24,4,1,80,2,20,2,3,16,8,4,10
53,No,Non-Travel,711,Research & Development,28,4,Marketing,1,256,1,Female,92,3,4,Laboratory Technician,3,Single,5951,16167,3,Y,No,14,3,2,80,0,32,3,4,13,7,4,3
54,No,Non-Travel,1389,Human Resources,2,4,Marketing,1,257,1,Female,97,4,4,Human Resources,4,Single,19277,4751,8,Y,No,14,4,3,80,3,34,1,2,15,4,2,8
51,No,Travel_Frequently,1299,Human Resources,14,5,Life Sciences,1,258,2,Female,40,4,1,Human Resources,2,Married,10351,18496,6,Y,No,5,3,4,80,0,29,0,1,15,10,4,6
37,No,Non-Travel,136,Sales,7,4,Other,1,259,4,Female,30,2,3,Sales Manager,4,Divorced,19510,14941,2,Y,No,8,3,4,80,2,15,2,4,15,5,1,7
43,No,Travel_Frequently,490,Research & Development,7,2,Medical,1,260,4,Female,41,4,1,Laboratory Technician,1,Single,19648,11860,0,Y,No,19,3,1,80,0,22,1,2,16,3,3,7
48,Yes,Non-Travel,175,Research & Development,11,5,Medical,1,261,1,Male,92,2,5,Research Director,1,Married,11528,15096,0,Y,Yes,20,4,4,80,3,26,4,3,14,7,7,10
59,No,Non-Travel,1139,Human Resources,6,1,Technical Degree,1,262,3,Female,58,2,4,Manager,4,Married,9605,21256,4,Y,No,15,4,4,80,3,42,6,3,7,7,5,7
28,Yes,Non-Travel,1240,Sales,20,1,Other,1,263,2,Male,36,3,2,Sales Executive,2,Married,8862,2594,7,Y,No,16,4,1,80,1,6,2,1,6,6,4,4
32,No,Travel_Frequently,1036,Sales,9,2,Technical Degree,1,264,1,Male,44,1,3,Sales Representative,2,Divorced,16346,5469,2,Y,Yes,24,3,1,80,0,15,2,2,15,10,1,1
46,No,Non-Travel,687,Human Resources,28,1,Medical,1,265,4,Female,94,3,3,Manager,3,Divorced,13184,7611,3,Y,No,7,4,2,80,1,27,6,2,14,1,1,8
26,No,Non-Travel,922,Human Resources,25,4,Technical Degree,1,266,2,Female,51,1,1,Manager,1,Married,12315,16223,0,Y,No,6,4,3,80,3,9,3,4,9,2,1,6
38,No,Travel_Frequently,717,Human Resources,7,3,Human Resources,1,267,2,Female,40,4,4,Human Resources,3,Single,8464,3211,8,Y,No,22,4,2,80,3,20,4,1,20,8,5,7
58,Yes,Travel_Frequently,353,Human Resources,14,1,Human Resources,1,268,1,Male,36,3,2,Manager,4,Single,13615,23330,8,Y,Yes,8,4,3,80,2,36,6,2,2,2,2,2
36,No,Travel_Frequently,267,Human Resources,19,4,Human Resources,1,269,2,Male,41,4,1,Human Resources,4,Divorced,15502,4037,3,Y,No,18,3,1,80,2,16,5,3,15,2,2,7
51,Yes,Travel_Frequently,1151,Human Resources,14,5,Technical Degree,1,270,1,Female,97,4,4,Manager,2,Married,6239,5868,2,Y,No,11,4,3,80,3,30,4,1,17,3,3,8
41,No,Travel_Rarely,680,Research & Development,10,5,Medical,1,271,3,Female,57,1,3,Research Director,1,Single,11999,7999,7,Y,No,20,3,1,80,2,19,3,4,5,3,3,1
39,No,Travel_Frequently,909,Research & Development,15,5,Medical,1,272,1,Female,73,3,4,Healthcare Representative,2,Married,9629,19727,2,Y,Yes,6,4,1,80,3,22,4,3,11,2,2,7
23,Yes,Travel_Rarely,602,Research & Development,17,5,Human Resources,1,273,1,Male,86,4,5,Healthcare Representative,4,Divorced,8743,4773,0,Y,Yes,22,4,1,80,1,1,3,3,1,1,0,1
51,No,Travel_Rarely,220,Research & Development,5,3,Life Sciences,1,274,4,Female,71,3,5,Research Scientist,1,Married,7544,7946,2,Y,No,5,3,3,80,1,31,3,2,3,3,3,3
25,No,Non-Travel,159,Human Resources,9,2,Human Resources,1,275,1,Male,82,3,4,Human Resources,2,Single,17865,22759,0,Y,No,12,3,2,80,3,5,4,3,5,5,5,2
58,Yes,Travel_Frequently,223,Research & Development,15,3,Human Resources,1,276,3,Male,91,4,5,Laboratory Technician,2,Single,2017,10955,0,Y,Yes,24,4,3,80,3,36,1,1,15,10,4,3
43,Yes,Travel_Frequently,531,Sales,11,5,Marketing,1,277,1,Male,88,2,5,Sales Executive,4,Single,13194,21644,4,Y,Yes,15,3,1,80,2,26,5,1,15,5,3,6
49,Yes,Travel_Frequently,117,Human Resources,15,1,Other,1,278,1,Female,45,4,5,Human Resources,2,Divorced,7806,17161,1,Y,No,16,3,1,80,0,29,5,3,13,10,5,7
57,No,Travel_Rarely,1265,Sales,29,2,Medical,1,279,1,Female,94,2,1,Sales Representative,2,Divorced,11088,18187,9,Y,Yes,10,3,1,80,2,36,2,2,1,1,1,1
35,No,Non-Travel,1055,Human Resources,14,1,Other,1,280,1,Male,93,2,5,Manager,3,Divorced,18983,13844,0,Y,Yes,21,3,4,80,3,15,2,4,14,7,4,2
39,No,Non-Travel,149,Research & Development,6,1,Other,1,281,2,Male,72,4,1,Manufacturing Director,3,Divorced,16154,10205,5,Y,Yes,12,3,1,80,1,19,4,3,3,2,0,3
56,No,Travel_Rarely,234,Research & Development,11,4,Human Resources,1,282,4,Female,43,3,1,Research Scientist,4,Single,16150,24202,1,Y,Yes,6,3,1,80,0,35,1,4,2,2,0,2
47,No,Travel_Frequently,1314,Sales,11,5,Life Sciences,1,283,4,Female,54,3,1,Sales Manager,4,Divorced,4213,20783,9,Y,Yes,9,4,4,80,3,26,1,2,4,2,0,4
21,Yes,Non-Travel,1301,Human Resources,16,5,Technical Degree,1,284,3,Male,48,4,3,Manager,2,Married,18963,3878,4,Y,Yes,12,3,2,80,1,3,6,2,3,3,3,1
